batch_id,index,operation,status,error,message,entity_id,raw_input
47825,0,set_statement,Done,,,Q97263158,"Q97263158|P8814|""01344517-n"""
47825,1,set_statement,Done,,,Q97263158,"Q97263158|P5063|""i42409"""
47825,2,set_statement,Done,,,Q134684,"Q134684|P8814|""01354094-n"""
47825,3,set_statement,Done,,,Q134684,"Q134684|P5063|""i42431"""
47825,4,set_statement,Done,,,Q180556,"Q180556|P8814|""01354329-n"""
47825,5,set_statement,Done,,,Q180556,"Q180556|P5063|""i42432"""
47825,6,set_statement,Done,,,Q115944464,"Q115944464|P8814|""01356573-n"""
47825,7,set_statement,Done,,,Q115944464,"Q115944464|P5063|""i42439"""
47825,8,set_statement,Done,,,Q2462359,"Q2462359|P8814|""01356790-n"""
47825,9,set_statement,Done,,,Q2462359,"Q2462359|P5063|""i42440"""
47825,10,set_statement,Done,,,Q830142,"Q830142|P8814|""01356965-n"""
47825,11,set_statement,Done,,,Q830142,"Q830142|P5063|""i42441"""
47825,12,set_statement,Done,,,Q116698041,"Q116698041|P8814|""01358727-n"""
47825,13,set_statement,Done,,,Q116698041,"Q116698041|P5063|""i42446"""
47825,14,set_statement,Done,,,Q149098,"Q149098|P8814|""01359100-n"""
47825,15,set_statement,Done,,,Q149098,"Q149098|P5063|""i42447"""
47825,16,set_statement,Done,,,Q21447348,"Q21447348|P8814|""01360776-n"""
47825,17,set_statement,Done,,,Q21447348,"Q21447348|P5063|""i42455"""
47825,18,set_statement,Error,api_user_error,Error 404 ('resource-not-found'): The requested resource does not exist,Q21442543,"Q21442543|P8814|""01360900-n"""
47825,19,set_statement,Error,api_user_error,Error 404 ('resource-not-found'): The requested resource does not exist,Q21442543,"Q21442543|P5063|""i42456"""
47825,20,set_statement,Done,,,Q1771045,"Q1771045|P8814|""01361711-n"""
47825,21,set_statement,Done,,,Q1771045,"Q1771045|P5063|""i42459"""
47825,22,set_statement,Done,,,Q15489312,"Q15489312|P8814|""01362129-n"""
47825,23,set_statement,Done,,,Q15489312,"Q15489312|P5063|""i42462"""
47825,24,set_statement,Done,,,Q133966,"Q133966|P8814|""01362971-n"""
47825,25,set_statement,Done,,,Q133966,"Q133966|P5063|""i42467"""
47825,26,set_statement,Done,,,Q138058,"Q138058|P8814|""01363353-n"""
47825,27,set_statement,Done,,,Q138058,"Q138058|P5063|""i42468"""
47825,28,set_statement,Done,,,Q131143,"Q131143|P8814|""01363578-n"""
47825,29,set_statement,Done,,,Q131143,"Q131143|P5063|""i42469"""
47825,30,set_statement,Done,,,Q7041456,"Q7041456|P8814|""01364614-n"""
47825,31,set_statement,Done,,,Q7041456,"Q7041456|P5063|""i42475"""
47825,32,set_statement,Done,,,Q146274,"Q146274|P8814|""01364837-n"""
47825,33,set_statement,Done,,,Q146274,"Q146274|P5063|""i42476"""
47825,34,set_statement,Done,,,Q134834,"Q134834|P8814|""01365410-n"""
47825,35,set_statement,Done,,,Q134834,"Q134834|P5063|""i42480"""
47825,36,set_statement,Done,,,Q2421263,"Q2421263|P8814|""01365640-n"""
47825,37,set_statement,Done,,,Q2421263,"Q2421263|P5063|""i42481"""
47825,38,set_statement,Done,,,Q7577827,"Q7577827|P8814|""01366064-n"""
47825,39,set_statement,Done,,,Q7577827,"Q7577827|P5063|""i42484"""
47825,40,set_statement,Done,,,Q4840030,"Q4840030|P8814|""01367228-n"""
47825,41,set_statement,Done,,,Q4840030,"Q4840030|P5063|""i42492"""
47825,42,set_statement,Done,,,Q62895839,"Q62895839|P8814|""01367963-n"""
47825,43,set_statement,Done,,,Q62895839,"Q62895839|P5063|""i42495"""
47825,44,set_statement,Done,,,Q1003460,"Q1003460|P8814|""01368325-n"""
47825,45,set_statement,Done,,,Q1003460,"Q1003460|P5063|""i42497"""
47825,46,set_statement,Done,,,Q15932755,"Q15932755|P8814|""01368656-n"""
47825,47,set_statement,Done,,,Q15932755,"Q15932755|P5063|""i42499"""
47825,48,set_statement,Done,,,Q380136,"Q380136|P8814|""01370071-n"""
47825,49,set_statement,Done,,,Q380136,"Q380136|P5063|""i42506"""
47825,50,set_statement,Done,,,Q140004,"Q140004|P8814|""01372460-n"""
47825,51,set_statement,Done,,,Q140004,"Q140004|P5063|""i42519"""
47825,52,set_statement,Done,,,Q136644,"Q136644|P8814|""01373554-n"""
47825,53,set_statement,Done,,,Q136644,"Q136644|P5063|""i42526"""
47825,54,set_statement,Done,,,Q13474598,"Q13474598|P8814|""01375013-n"""
47825,55,set_statement,Done,,,Q13474598,"Q13474598|P5063|""i42534"""
47825,56,set_statement,Done,,,Q846309,"Q846309|P8814|""01375185-n"""
47825,57,set_statement,Done,,,Q846309,"Q846309|P5063|""i42535"""
47825,58,set_statement,Done,,,Q3869074,"Q3869074|P8814|""01375913-n"""
47825,59,set_statement,Done,,,Q3869074,"Q3869074|P5063|""i42539"""
47825,60,set_statement,Done,,,Q136808,"Q136808|P8814|""01376081-n"""
47825,61,set_statement,Done,,,Q136808,"Q136808|P5063|""i42540"""
47825,62,set_statement,Done,,,Q3331319,"Q3331319|P8814|""01379442-n"""
47825,63,set_statement,Done,,,Q3331319,"Q3331319|P5063|""i42559"""
