Q129496515	P8814	"01779945-n"
Q129496515	P5063	"i44628"
Q2714455	P8814	"01780290-n"
Q2714455	P5063	"i44630"
Q1497962	P8814	"01780550-n"
Q1497962	P5063	"i44631"
Q10538610	P8814	"01781262-n"
Q10538610	P5063	"i44634"
Q10538746	P8814	"01781442-n"
Q10538746	P5063	"i44635"
Q640085	P8814	"01785157-n"
Q640085	P5063	"i44658"
Q6497995	P8814	"01786347-n"
Q6497995	P5063	"i44664"
Q367643	P8814	"01788308-n"
Q367643	P5063	"i44674"
Q19105	P8814	"01789832-n"
Q19105	P5063	"i44682"
Q184774	P8814	"01794266-n"
Q184774	P5063	"i44707"
Q845408	P8814	"01798541-n"
Q845408	P5063	"i44735"
Q40655821	P8814	"01799160-n"
Q40655821	P5063	"i44740"
Q117253054	P8814	"01799948-n"
Q117253054	P5063	"i44746"
Q19630	P8814	"01801347-n"
Q19630	P5063	"i44755"
Q901228	P8814	"01804120-n"
Q901228	P5063	"i44772"
Q632066	P8814	"01804517-n"
Q632066	P5063	"i44775"
Q25432	P8814	"01806003-n"
Q25432	P5063	"i44782"
Q338996	P8814	"01806282-n"
Q338996	P5063	"i44784"
Q28358	P8814	"01807711-n"
Q28358	P5063	"i44794"
Q26106	P8814	"01810469-n"
Q26106	P5063	"i44813"
Q492684	P8814	"01810932-n"
Q492684	P5063	"i44816"
Q42326	P8814	"01815303-n"
Q42326	P5063	"i44841"
Q168514	P8814	"01816173-n"
Q168514	P5063	"i44846"
Q191968	P8814	"01817911-n"
Q191968	P5063	"i44859"
Q127884	P8814	"01818658-n"
Q127884	P5063	"i44863"
Q753741	P8814	"01818781-n"
Q753741	P5063	"i44864"
Q128002	P8814	"01819115-n"
Q128002	P5063	"i44866"
Q220328	P8814	"01820594-n"
Q220328	P5063	"i44873"
Q207107	P8814	"01821954-n"
Q207107	P5063	"i44882"
Q1809222	P8814	"01823717-n"
Q1809222	P5063	"i44894"
Q208060	P8814	"01824941-n"
Q208060	P5063	"i44901"
Q767112	P8814	"01827390-n"
Q767112	P5063	"i44916"
Q369680	P8814	"01827503-n"
Q369680	P5063	"i44917"
Q179367	P8814	"01829321-n"
Q179367	P5063	"i44927"
Q25247	P8814	"01832683-n"
Q25247	P5063	"i44948"
Q41214676	P8814	"01835753-n"
Q41214676	P5063	"i44967"
Q834843	P8814	"01836818-n"
Q834843	P5063	"i44973"
Q26717	P8814	"01838410-n"
Q26717	P5063	"i44982"
Q166171	P8814	"01841727-n"
Q166171	P5063	"i45000"
Q16819	P8814	"01842391-n"
Q16819	P5063	"i45005"
Q934735	P8814	"01843929-n"
Q934735	P5063	"i45014"
Q845292	P8814	"01850619-n"
